name,state,FDR,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5
GENE-16357,NO,1,3,3,4,1,0,2,2,2,1,4
GENE-16358,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16359,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16360,NO,1,1036,1464,977,1212,1393,1658,808,1478,1027,1392
GENE-16361,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16362,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16363,NO,1,1,0,1,2,0,1,1,4,1,0
GENE-16364,NO,1,80,49,74,52,70,65,79,54,66,66
GENE-16365,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16366,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16367,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16368,NO,1,15,39,41,28,28,32,32,32,41,25
GENE-16369,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16370,NO,1,3,8,6,6,5,9,8,2,3,2
GENE-16371,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16372,NO,1,0,0,0,0,1,0,0,0,0,0
GENE-16373,NO,1,266,366,297,319,329,260,301,325,252,353
GENE-16374,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16375,NO,1,1387,1401,1491,1568,1410,1647,1574,1637,1344,1318
GENE-16376,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16377,NO,1,29,23,24,19,17,34,23,26,34,22
GENE-16378,NO,1,1053,627,797,1289,605,650,999,792,819,1253
GENE-16379,NO,1,69,58,26,50,63,81,63,36,58,50
GENE-16380,NO,1,2,0,0,0,1,0,0,0,0,0
GENE-16381,NO,1,32,22,49,59,28,20,29,54,32,30
GENE-16382,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16383,NO,1,11,8,16,7,26,3,12,11,17,14
GENE-16384,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16385,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16386,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16387,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16388,NO,1,2,3,3,4,0,1,2,1,0,2
GENE-16389,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16390,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16391,NO,1,175,164,131,194,243,251,156,69,184,164
GENE-16392,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16393,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16394,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16395,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16396,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16397,NO,1,0,2,0,1,5,0,1,3,1,0
GENE-16398,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16399,NO,1,9,11,9,5,5,13,5,7,9,9
GENE-16400,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16401,NO,1,2235,2257,1974,2813,2287,2643,2313,2029,2177,2368
GENE-16402,NO,1,14,12,11,14,13,12,5,11,15,6
GENE-16403,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16404,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16405,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16406,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16407,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16408,NO,1,0,3,1,0,1,0,0,1,0,0
GENE-16409,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16410,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16411,NO,1,196,238,230,193,251,223,247,277,226,162
GENE-16412,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16413,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16414,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16415,NO,1,0,0,0,1,0,0,0,0,0,0
GENE-16416,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16417,NO,1,0,1,0,0,1,0,0,1,0,0
GENE-16418,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16419,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16420,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16421,NO,1,143,154,176,122,193,121,158,150,186,134
GENE-16422,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16423,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16424,NO,1,0,0,0,0,1,0,0,0,0,0
GENE-16425,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16426,NO,1,0,0,0,0,1,1,0,0,1,1
GENE-16427,NO,1,76,74,86,79,79,62,68,81,75,72
GENE-16428,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16429,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16430,NO,1,4,3,2,3,3,3,2,1,1,1
GENE-16431,NO,1,1,1,8,6,2,1,6,6,0,2
GENE-16432,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16433,NO,1,9,11,11,17,7,6,7,5,11,7
GENE-16435,NO,1,37,39,21,32,34,33,36,24,25,22
GENE-16436,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16437,NO,1,42,35,29,47,33,22,48,27,52,30
GENE-16438,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16439,NO,1,2,0,0,1,1,0,1,0,1,0
GENE-16440,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16441,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16442,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16443,NO,1,7,13,13,7,4,5,10,13,14,7
GENE-16444,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16445,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16446,NO,1,0,3,2,0,1,2,0,2,2,0
GENE-16447,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16448,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16449,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16450,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16451,NO,1,103,129,127,117,115,109,112,121,128,111
GENE-16452,NO,1,271,278,309,247,273,246,263,295,327,301
GENE-16453,NO,1,14,16,16,32,25,20,29,27,22,18
GENE-16454,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16455,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16456,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16457,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16458,NO,1,3,3,7,6,3,4,6,7,4,7
GENE-16459,NO,1,130,113,143,163,131,115,124,184,92,141
GENE-16460,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16461,NO,1,69,73,60,62,51,49,53,63,41,53
GENE-16462,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16463,NO,1,1,1,0,1,0,1,0,0,1,1
GENE-16464,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16465,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16466,NO,1,18,19,13,22,17,21,14,20,20,22
GENE-16467,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16468,NO,1,24,23,15,14,12,18,15,15,19,11
GENE-16469,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16470,NO,1,19,10,17,17,21,9,13,19,18,21
GENE-16471,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16472,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16473,NO,1,1068,1132,1438,1306,1581,1111,1219,1267,1089,1427
GENE-16474,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16475,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16476,NO,1,718,610,662,405,536,526,699,615,509,562
GENE-16477,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16479,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16480,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16481,NO,1,11,12,9,10,19,8,13,11,17,20
GENE-16482,NO,1,3,2,1,2,1,4,1,0,0,4
GENE-16483,NO,1,1713,1726,938,891,1461,1457,1133,1037,1909,2473
GENE-16484,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16485,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16486,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16487,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16488,NO,1,202,413,254,242,214,288,319,284,305,260
GENE-16489,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16490,NO,1,189,248,178,239,263,155,237,157,175,212
GENE-16491,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16492,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16493,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16494,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16495,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16496,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16497,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16498,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16499,NO,1,1523,1517,1588,1400,1437,1366,1131,1429,1302,1513
GENE-16500,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16501,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16502,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16503,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16504,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16505,NO,1,8,9,7,10,2,8,12,7,4,9
GENE-16506,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16507,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16508,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16509,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16510,NO,1,15,18,14,15,12,17,13,15,22,17
GENE-16511,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16512,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16513,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16514,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16515,NO,1,286,317,225,272,335,281,313,285,306,327
GENE-16516,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16517,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16518,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16519,NO,1,0,0,0,0,0,0,0,1,0,0
GENE-16520,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16521,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16522,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16523,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16524,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16525,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16526,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16527,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16528,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16529,NO,1,1262,1045,1164,1076,1190,1043,1164,1171,1162,1192
GENE-16530,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16531,NO,1,1683,1867,1981,1589,2178,2543,1668,1946,1574,1206
GENE-16532,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16533,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16534,NO,1,5,1,2,2,5,6,2,3,1,3
GENE-16535,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16536,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16537,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16538,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16539,NO,1,53,57,54,40,74,37,46,73,61,74
GENE-16540,NO,1,0,0,0,0,0,0,0,1,0,0
GENE-16541,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16542,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16543,NO,1,2995,2809,2493,3687,3523,3046,3743,3037,3864,4036
GENE-16544,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16545,NO,1,1,0,0,1,0,1,2,0,2,3
GENE-16546,NO,1,11,11,6,7,6,6,3,4,12,14
GENE-16547,NO,1,46,88,46,61,72,75,62,72,66,44
GENE-16548,NO,1,2,4,2,4,2,3,3,6,4,4
GENE-16549,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16550,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16551,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16552,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16553,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16554,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16555,NO,1,7,5,17,7,7,6,3,6,5,10
GENE-16556,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16557,YES,1,0,4,1,4,2,0,0,0,0,0
GENE-16558,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16559,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16560,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16561,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16562,NO,1,738,735,843,739,748,841,739,910,863,799
GENE-16563,NO,1,105,90,53,86,87,89,60,70,89,56
GENE-16564,NO,1,0,0,0,0,0,0,1,0,0,0
GENE-16565,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16566,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16567,NO,1,36,17,31,13,24,19,15,9,24,14
GENE-16568,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16569,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16570,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16571,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16572,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16573,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16574,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16575,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16576,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16577,NO,1,12,10,10,11,15,16,27,24,6,12
GENE-16578,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16579,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16580,NO,1,59,61,61,57,61,56,70,63,75,55
GENE-16581,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16582,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16583,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16584,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16585,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16586,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16587,NO,1,1,1,0,0,1,0,0,1,1,2
GENE-16588,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16589,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16590,NO,1,3,3,4,6,4,4,5,3,7,4
GENE-16591,NO,1,306,282,327,302,271,252,259,327,409,233
GENE-16592,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16593,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16594,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16595,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16596,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16597,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16598,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16600,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16601,NO,1,62,61,94,117,130,137,99,83,108,65
GENE-16602,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16603,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16604,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16605,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16606,NO,1,11748,8434,10294,11219,9625,12532,6727,9515,8046,10370
GENE-16607,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16608,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16609,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16610,NO,1,93,76,68,96,76,83,70,84,68,99
GENE-16611,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16612,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16613,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16614,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16615,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16616,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16617,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16618,NO,1,53,64,67,62,52,72,57,91,58,64
GENE-16619,NO,1,739,286,1178,582,1095,631,140,294,534,229
GENE-16620,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16621,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16622,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16623,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16624,NO,1,1068,949,981,882,1147,871,1055,1015,1008,1054
GENE-16625,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16626,NO,1,20,18,17,19,22,22,22,19,21,11
GENE-16627,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16628,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16629,NO,1,151,206,148,119,222,207,296,250,199,148
GENE-16630,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16631,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16632,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16633,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16634,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16635,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16636,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16637,YES,1,7,11,5,5,9,1,1,0,0,1
GENE-16638,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16639,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16640,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16641,NO,1,114,86,134,113,83,69,134,84,88,95
GENE-16642,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16643,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16644,NO,1,1,3,7,4,1,5,3,4,4,3
GENE-16645,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16646,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16647,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16648,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16649,NO,1,119,133,125,126,121,79,89,99,133,100
GENE-16650,NO,1,68,54,45,44,69,59,18,53,73,46
GENE-16651,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16652,NO,1,3,2,5,1,1,1,0,3,1,2
GENE-16653,NO,1,11,6,1,8,7,2,6,6,10,4
GENE-16654,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16655,NO,1,24,33,9,21,14,14,18,19,19,19
GENE-16656,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16657,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16659,NO,1,268,189,176,226,200,205,230,213,254,180
GENE-16660,NO,1,301,242,260,211,252,314,312,334,260,207
GENE-16661,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16662,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16663,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16664,NO,1,342,335,437,350,293,279,323,302,373,414
GENE-16665,NO,1,513,1594,547,1586,409,377,794,677,704,816
GENE-16666,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16667,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16668,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16669,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16670,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16671,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16672,NO,1,10,10,9,7,11,7,6,6,7,8
GENE-16673,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16674,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16675,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16676,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16677,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16678,NO,1,42,49,58,55,70,45,53,34,35,58
GENE-16679,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16680,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16681,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16682,NO,1,793,785,738,577,854,752,605,775,691,699
GENE-16683,NO,1,359,395,328,327,426,469,370,387,467,444
GENE-16684,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16685,NO,1,0,2,0,0,1,1,0,0,0,0
GENE-16686,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16687,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16688,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16689,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16690,NO,1,34,27,27,30,25,30,19,32,33,30
GENE-16691,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16692,NO,1,21,18,17,24,20,13,13,17,18,11
GENE-16693,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16694,NO,1,1091,1222,1092,1218,1447,1066,1152,1099,1172,1426
GENE-16695,NO,1,25,15,7,17,17,14,18,17,17,21
GENE-16696,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16697,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16698,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16699,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16700,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16701,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16702,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16703,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16704,NO,1,942,912,895,1118,950,883,930,1009,1206,882
GENE-16705,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16706,NO,1,84,103,93,50,115,50,130,65,89,56
GENE-16707,NO,1,2,1,2,0,0,0,0,0,0,0
GENE-16708,NO,1,44,58,47,50,46,55,47,63,45,48
GENE-16709,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16710,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16711,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16712,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16713,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16714,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16715,NO,1,30,41,26,61,42,66,56,30,55,37
GENE-16716,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16717,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16718,NO,1,42,42,33,33,31,41,31,25,22,39
GENE-16719,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16720,NO,1,154,302,122,261,303,226,235,281,218,367
GENE-16721,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16722,NO,1,947,820,443,868,422,469,469,1040,1109,355
GENE-16723,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16724,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16725,NO,1,46,22,55,32,40,46,42,63,42,32
GENE-16726,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16727,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16728,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16729,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16730,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16731,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16732,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16733,NO,1,0,0,1,0,1,0,0,0,0,0
GENE-16734,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16735,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16736,NO,1,43,24,36,40,25,50,30,33,34,25
GENE-16737,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16738,NO,1,5,3,4,3,3,5,8,0,2,1
GENE-16739,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16740,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16741,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16742,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16743,NO,1,21,23,16,17,15,27,11,18,28,26
GENE-16744,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16745,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16746,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16747,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16748,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16749,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16750,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16751,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16752,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16753,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16754,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16755,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16756,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16757,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16758,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16759,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16760,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16761,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16762,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16763,NO,1,170,197,147,195,185,173,130,150,189,180
GENE-16764,NO,1,8,8,8,6,13,10,13,16,9,9
GENE-16765,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16766,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16767,NO,1,256,275,206,307,208,332,294,311,335,244
GENE-16768,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16769,NO,1,2,0,0,0,0,1,0,1,1,2
GENE-16770,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16771,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16772,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16773,YES,1,12,6,8,3,6,3,3,4,3,2
GENE-16774,NO,1,10000,8885,10606,12464,8692,7847,17135,10683,10649,11342
GENE-16775,NO,1,3592,4054,4402,3884,4596,4955,3623,4254,3893,3479
GENE-16776,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16777,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16778,NO,1,2,1,1,3,1,3,3,3,3,1
GENE-16779,NO,1,159,173,188,169,172,177,181,203,168,161
GENE-16780,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16781,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16782,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16783,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16784,NO,1,81,62,81,83,75,80,75,54,78,94
GENE-16785,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16786,NO,1,0,1,0,0,0,0,0,0,0,0
GENE-16787,NO,1,0,2,1,0,1,0,3,1,0,2
GENE-16788,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16789,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16790,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16791,NO,1,296,278,203,145,235,295,161,370,288,205
